Category,Data Code,Data Name,Date,Patient Count,Normalized Patient Count
m14 [patient services],14.14.9,Number of sick SAM children treated and admitted in the pediatric facility (other than standalone/ integrated NRC),2024-06-01,0.0,0.0
m14 [patient services],14.14.10,In-Patient Head Count at midnight for standalone/ integrated NRC,2024-06-01,0.0,0.0
m14 [patient services],14.15.1,Number of Rogi Kalyan Samiti (RKS) meetings held,2024-06-01,0.0,0.0
m14 [patient services],14.15.2,Number of Jan Arogya Samiti (JAS) meetings held,2024-06-01,0.0,0.0
m14 [patient services],14.16,Number of Anganwadi centres reported to have conducted atleast one Village Health & Nutrition Day (VHNDs)/UHND/ Outreach / Special Outreach sessions,2024-06-01,0.0,0.0
m14 [patient services],14.17,Total number of UHND/VHND sessions conducted in the reporting month,2024-06-01,0.0,0.0
m14 [patient services],14.18,Total number of Outreach/Special Outreach camps conducted in the reporting month,2024-06-01,0.0,0.0
m14 [patient services],14.19.a,Stock out rate of essential Drugs,2024-06-01,0.0,0.0
m14 [patient services],14.19.b,Total no. of essential drugs for which stock-outs reported ,2024-06-01,0.0,0.0
m14 [patient services],14.2,Blood Units Issued on replacement -{Any donor (apart from voluntary blood donor) to be considered as replacement donations},2024-06-01,0.0,0.0
m14 [patient services],14.21,Total number of blood units issued in month,2024-06-01,286.0,0.004022164093044188
m14 [patient services],14.22,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),2024-06-01,0.0,0.0
m14 [patient services],14.23.1.a,Number of patients registered for hemodialysis services in the centre during the reporting month ,2024-06-01,0.0,0.0
m14 [patient services],14.23.1.b,Number of patients on waiting list for hemodialysis services at the end of reporting month,2024-06-01,0.0,0.0
m14 [patient services],14.23.1.c,Number of hemodialysis sessions held during the reporting month,2024-06-01,0.0,0.0
m14 [patient services],14.23.2.a,Number of patients started Peritoneal dialysis under PMNDP during the reporting month ,2024-06-01,0.0,0.0
m14 [patient services],14.24.1.a,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis A (IgM Anti- HAV),2024-06-01,0.0,0.0
m14 [patient services],14.24.1.b,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis B i.e. HBsAg (excluding pregnant women),2024-06-01,1203.0,0.016918403510252297
m14 [patient services],14.24.1.c,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis C(Anti- HCV),2024-06-01,1068.0,0.015019829550248923
m14 [patient services],14.24.1.d,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis E(i.e. IgM Anti-HEV),2024-06-01,0.0,0.0
m14 [patient services],14.24.2.a,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis A (out of those tested for IgM Anti- HAV),2024-06-01,0.0,0.0
m14 [patient services],14.24.2.b,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis B (out of those tested for HBsAg excluding pregnant women),2024-06-01,14.0,0.00019688915140775743
m14 [patient services],14.24.2.b.i,Total number of positive blood samples for hepatitis B by ELISA/ Rapid tests tested for HBV DNA(out of those tested positive for HBsAg excluding pregnant women) ,2024-06-01,0.0,0.0
m14 [patient services],14.24.2.b.ii,Total number of patients found positive for HBsAg eligible for treatment for hepatitis B (excluding pregnant women) ,2024-06-01,0.0,0.0
m14 [patient services],14.24.2.b.iii,Total number of patients eligible for treatment for Hepatitis B put on treatment(out of those eligible for treatment excluding pregnant women),2024-06-01,0.0,0.0
m14 [patient services],14.24.2.c,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis C (out of those tested for Anti-HCV),2024-06-01,3.0,4.219053244451945e-05
m14 [patient services],14.24.2.c.i,Total number of positive blood samples for Hepatitis C screened by test (ELISA/ Rapid tests) confirmed by HCV RNA testing (out of those positive for anti-HCV),2024-06-01,0.0,0.0
m14 [patient services],14.24.2.c.ii,Total number of patients put on treatment for Hepatitis C (out of those confirmed by HCV RNA i.e. HCV RNA detected),2024-06-01,0.0,0.0
m14 [patient services],14.24.2.c.iii,Total number of positive Hepatitis C patients who have completed treatment,2024-06-01,0.0,0.0
m14 [patient services],14.24.2.c.iv,Total number of patients cleared for HCV RNA on sustained virological response at 12 weeks (SVR12),2024-06-01,0.0,0.0
m14 [patient services],14.24.2.d,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis E(out of those tested for IgM Anti-HEV) ,2024-06-01,0.0,0.0
m14 [patient services],14.24.3.a,Number of Pregnant Women tested for HBsAg,2024-06-01,240.0,0.003375242595561556
m14 [patient services],14.24.3.b,Number of Pregnant Women who are HBsAg positive(out of those tested for Hepatitis B i.e. HBsAg),2024-06-01,0.0,0.0
m14 [patient services],14.24.3.c,Number of Pregnant Women found positive for HBsAg referred out to higher centre for institutional delivery,2024-06-01,0.0,0.0
m14 [patient services],14.24.3.d,Number of Pregnant Women found positive for HBsAg delivered in an institution,2024-06-01,0.0,0.0
m14 [patient services],14.24.3.e,Number of newborn who received birth dose of Hepatitis B vaccine born to HBsAg positive pregnant women,2024-06-01,0.0,0.0
m14 [patient services],14.24.3.f,Number of New Borns to Pregnant Women (found positive for HBsAg) received Hepatitis B Immunoglobulin (HBIG) (within 24 hours of birth),2024-06-01,0.0,0.0
m14 [patient services],14.1.1,Outpatient - Diabetes,2024-07-01,575.0,0.008086518718532894
m14 [patient services],14.1.2,Outpatient - Hypertension,2024-07-01,480.0,0.006750485191123112
m14 [patient services],14.1.3,Outpatient - Stroke (Paralysis),2024-07-01,0.0,0.0
m14 [patient services],14.1.4,Outpatient - Cardiovascular Disease,2024-07-01,0.0,0.0
m14 [patient services],14.1.5,Outpatient - Mental illness,2024-07-01,1072.0,0.015076083593508283
m14 [patient services],14.1.6,Outpatient - Epilepsy,2024-07-01,0.0,0.0
m14 [patient services],14.1.7,Outpatient - Ophthalmic Related,2024-07-01,2270.0,0.03192416954968638
m14 [patient services],14.1.8,Outpatient - Dental,2024-07-01,1469.0,0.02065929738699969
m14 [patient services],14.1.9,Outpatient - ENT ,2024-07-01,2072.0,0.0291395944083481
m14 [patient services],14.1.10,Outpatients- Asthma,2024-07-01,0.0,0.0
m14 [patient services],14.1.11,Outpatient - Oral Cancer,2024-07-01,0.0,0.0
m14 [patient services],14.1.12,Outpatient - Breast Cancer,2024-07-01,0.0,0.0
m14 [patient services],14.1.13,Outpatient - Cervical Cancer,2024-07-01,0.0,0.0
m14 [patient services],14.1.14,Outpatient - Other Cancer,2024-07-01,0.0,0.0
m14 [patient services],14.1.15,Outpatient - COPD,2024-07-01,16.0,0.00022501617303743706
m14 [patient services],14.1.16,Outpatient - CKD (Chronic Kidney Disease),2024-07-01,355.0,0.004992546339268135
m14 [patient services],14.1.17,Outpatient- Patients undergoing refraction,2024-07-01,1731.0,0.02434393722048772
m14 [patient services],14.1.18,Outpatient - Tuberculosis,2024-07-01,0.0,0.0
m14 [patient services],14.1.19,Outpatient - Leprosy Cases,2024-07-01,0.0,0.0
m14 [patient services],14.1.20,Outpatient - Leprosy with Grade II disability ,2024-07-01,0.0,0.0
m14 [patient services],14.1.21,Outpatient - Geriatric (age>=60 yrs),2024-07-01,0.0,0.0
m14 [patient services],14.1.22,Outpatient - Chronic Liver Disease,2024-07-01,0.0,0.0
m14 [patient services],14.1.23,Outpatient - Palliative Care,2024-07-01,0.0,0.0
m14 [patient services],14.1.24.a,Number of patients provided physiotherapy services,2024-07-01,911.0,0.012811858352319072
m14 [patient services],14.1.24.b,Number of Palliative Patients visited at home ,2024-07-01,0.0,0.0
m14 [patient services],14.2.1,Allopathic- Outpatient attendance,2024-07-01,36697.0,0.5160886563721767
m14 [patient services],14.2.2,Ayush - Outpatient attendance,2024-07-01,0.0,0.0
m14 [patient services],14.3.1.a,IPD Admission Male- Children<18yrs,2024-07-01,187.0,0.0026298765223750457
m14 [patient services],14.3.1.b,IPD Admission Male- Adults <60yrs,2024-07-01,933.0,0.013121255590245549
m14 [patient services],14.3.1.c,IPD Admission Female- Children<18yrs,2024-07-01,164.0,0.00230641577363373
m14 [patient services],14.3.1.d,IPD Admission Female- Adults<60yrs,2024-07-01,857.0,0.012052428768317722
m14 [patient services],14.3.1.e,IPD Admission Geriatric->=60yrs,2024-07-01,456.0,0.006412960931566956
m14 [patient services],14.3.2.a,IPD Discharge Male- Children<18yrs,2024-07-01,184.0,0.002587685989930526
m14 [patient services],14.3.2.b,IPD Discharge Male- Adults<60yrs,2024-07-01,954.0,0.013416589317357185
m14 [patient services],14.3.2.c,IPD Discharge Female- Children<18yrs,2024-07-01,161.0,0.0022642252411892104
m14 [patient services],14.3.2.d,IPD Discharge Female- Adults<60yrs,2024-07-01,858.0,0.012066492279132562
m14 [patient services],14.3.2.e,IPD Discharge Geriatric->=60yrs,2024-07-01,444.0,0.006244198801788879
m14 [patient services],14.3.3.a,IPD Referred Male- Children<18yrs,2024-07-01,4.0,5.6254043259359264e-05
m14 [patient services],14.3.3.b,IPD Referred Male- Adults<60yrs,2024-07-01,2.0,2.8127021629679632e-05
m14 [patient services],14.3.3.c,IPD Referred Female- Children<18yrs,2024-07-01,1.0,1.4063510814839816e-05
m14 [patient services],14.3.3.d,IPD Referred Female- Adults<60yrs,2024-07-01,1.0,1.4063510814839816e-05
m14 [patient services],14.3.3.e,IPD Referred Geriatric->=60yrs,2024-07-01,1.0,1.4063510814839816e-05
m14 [patient services],14.3.4.a,IPD Deaths Male- Children<18yrs,2024-07-01,0.0,0.0
m14 [patient services],14.3.4.b,IPD Deaths Male- Adults<60yrs,2024-07-01,11.0,0.00015469861896323797
m14 [patient services],14.3.4.c,IPD Deaths Female- Children<18yrs,2024-07-01,0.0,0.0
m14 [patient services],14.3.4.d,IPD Deaths Female- Adults<60yrs,2024-07-01,1.0,1.4063510814839816e-05
m14 [patient services],14.3.4.e,IPD Deaths Geriatric->=60yrs,2024-07-01,9.0,0.00012657159733355834
m14 [patient services],14.3.5.a,Total cases Referred out (OPD+IPD+Emergency)-During Day ,2024-07-01,0.0,0.0
m14 [patient services],14.3.5.b,Total cases Referred out (OPD+IPD+Emergency)-At Night (8 PM- 8 AM),2024-07-01,3.0,4.219053244451945e-05
m14 [patient services],14.3.6,Day Care Admissions,2024-07-01,4.0,5.6254043259359264e-05
m14 [patient services],14.3.7.a,Number of Total Left Against Medical Advice (LAMA) cases reported at the facility,2024-07-01,30.0,0.0004219053244451945
m14 [patient services],14.3.7.b,Number of delivery LAMA cases reported at the facility,2024-07-01,0.0,0.0
m14 [patient services],14.3.8,Total number of Medico Legal Cases reported at the facility,2024-07-01,261.0,0.003670576322673192
m14 [patient services],14.3.9,Total number of postmortem conducted at the facility,2024-07-01,0.0,0.0
m14 [patient services],14.3.10,Total number of telemedicine consultation provided,2024-07-01,0.0,0.0
m14 [patient services],14.4.1,Inpatient - Malaria ,2024-07-01,0.0,0.0
m14 [patient services],14.4.2,Inpatient - Dengue,2024-07-01,112.0,0.0015751132112620594
m14 [patient services],14.4.3,Inpatient - Typhoid,2024-07-01,1.0,1.4063510814839816e-05
m14 [patient services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",2024-07-01,29.0,0.00040784181363035465
m14 [patient services],14.4.5,Inpatient - Tuberculosis,2024-07-01,0.0,0.0
m14 [patient services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),2024-07-01,0.0,0.0
m14 [patient services],14.4.7,Inpatient - Diarrhoea with dehydration,2024-07-01,17.0,0.00023907968385227687
m14 [patient services],14.4.8,Inpatient - Leprosy (Reconstructive Surgery),2024-07-01,0.0,0.0
m14 [patient services],14.4.9,Inpatient - Operated for Cataract,2024-07-01,130.0,0.001828256405929176
m14 [patient services],14.4.10,Inpatient - Pallative Care,2024-07-01,0.0,0.0
m14 [patient services],14.5.1,Patients registered at Emergency Department,2024-07-01,1766.0,0.024836160099007114
m14 [patient services],14.5.2,No. of Emergencies managed at night (8 PM- 8 AM),2024-07-01,650.0,0.00914128202964588
m14 [patient services],14.6.1.a,"Emergency - Trauma ( accident, injury, poisoning etc) -Admission",2024-07-01,75.0,0.0010547633111129863
m14 [patient services],14.6.1.b,"Emergency - Trauma ( accident, injury, poisoning etc) -Deaths",2024-07-01,3.0,4.219053244451945e-05
m14 [patient services],14.6.2.a,Emergency - Burn -Admission,2024-07-01,0.0,0.0
m14 [patient services],14.6.2.b,Emergency - Burn -Deaths,2024-07-01,0.0,0.0
m14 [patient services],14.6.3.a,Emergency - Obstetrics complications -Admission,2024-07-01,0.0,0.0
m14 [patient services],14.6.3.b,Emergency - Obstetrics complications -Deaths,2024-07-01,0.0,0.0
m14 [patient services],14.6.4.a,Emergency - Snake Bite -Admission,2024-07-01,6.0,8.43810648890389e-05
m14 [patient services],14.6.4.b,Emergency - Snake Bite -Deaths,2024-07-01,0.0,0.0
m14 [patient services],14.6.5.a,Emergency - Acute Cardiac Emergencies - Admission,2024-07-01,0.0,0.0
m14 [patient services],14.6.5.b,Emergency - Acute Cardiac Emergencies - Deaths,2024-07-01,0.0,0.0
m14 [patient services],14.6.6.a,Emergency - CVA (Cerebrovascular Disease)/Stroke -Admission,2024-07-01,0.0,0.0
m14 [patient services],14.6.6.b,Emergency - CVA (Cerebrovascular Disease)/Stroke -Deaths,2024-07-01,0.0,0.0
m14 [patient services],14.6.7.a,Emergency - Dog Bite - Admission,2024-07-01,0.0,0.0
m14 [patient services],14.6.7.b,Emergency - Dog Bite - Deaths,2024-07-01,0.0,0.0
m14 [patient services],14.7,Total number of deaths occurring at Emergency Department,2024-07-01,1.0,1.4063510814839816e-05
m14 [patient services],14.8.1.a,Total number of Major Operations conducted excluding C-Section (General and spinal anaesthesia),2024-07-01,532.0,0.007481787753494782
m14 [patient services],14.8.1.b,"Out of Major Operation, Gynecology- Hysterectomy surgeries",2024-07-01,12.0,0.0001687621297780778
m14 [patient services],14.8.1.c,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology.",2024-07-01,344.0,0.004837847720304897
m14 [patient services],14.8.1.d,No. of Major Surgeries done at night (8PM to 8 AM) (Excluding C section) ,2024-07-01,0.0,0.0
m14 [patient services],14.8.2,Minor Operations (No or local anaesthesia),2024-07-01,120.0,0.001687621297780778
m14 [patient services],14.8.3,Number of post operative Surgical Site infection,2024-07-01,4.0,5.6254043259359264e-05
m14 [patient services],14.9.1,Number of blood units issued for Operations (excluding C-section),2024-07-01,370.0,0.005203499001490732
m14 [patient services],14.9.2,Number of blood transfusions done during Operations (excluding C-section),2024-07-01,370.0,0.005203499001490732
m14 [patient services],14.10.,In-Patient Head Count at midnight,2024-07-01,13952.0,0.1962141028886451
m14 [patient services],14.11.1,Number of Admission in NBSU ( New Born Stabilisation Unit),2024-07-01,56.0,0.0007875566056310297
m14 [patient services],14.11.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,2024-07-01,28.0,0.00039377830281551486
m14 [patient services],14.11.3,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,2024-07-01,23.0,0.00032346074874131577
m14 [patient services],14.11.4,Special Newborn Care Unit (SNCU Admissions) - Outborn Male,2024-07-01,2.0,2.8127021629679632e-05
m14 [patient services],14.11.5,Special Newborn Care Unit (SNCU Admissions) - Outborn Female,2024-07-01,3.0,4.219053244451945e-05
m14 [patient services],14.11.6,Special Newborn Care Unit (SNCU Admissions) - referred by ASHA,2024-07-01,0.0,0.0
m14 [patient services],14.12.1,Number of deaths occurred at SNCU,2024-07-01,0.0,0.0
m14 [patient services],14.12.2,Number of Newborns successfully discharged from SNCU,2024-07-01,42.0,0.0005906674542232723
m14 [patient services],14.13.1.a,Total number of PW and PNC - JSSK Beneficiaries,2024-07-01,0.0,0.0
m14 [patient services],14.13.1.b,Number of PW and PNC benificiaries provided - Free Medicines under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.1.c,Number of PW and PNC benificiaries provided - Free Diet under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.1.d,Number of PW and PNC benificiaries provided - Free Diagnostics under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.1.e,Number of PW and PNC benificiaries provided - Free Home to facility transport under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.1.f,Number of PW and PNC benificiaries provided - Interfacility transfers when needed under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.1.g,Number of PW and PNC benificiaries provided - Free Drop Back home under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.1.h,Number of PW and PNC benificiaries provided - Free Blood transfusion under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.2.a,Number of infants admitted at facility due to any sickness- JSSK Beneficiaries,2024-07-01,0.0,0.0
m14 [patient services],14.13.2.b,Number of sick infants provided - Free Medicines under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.2.c,Number of sick infants provided - Free Diagnostics under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.2.d,Number of sick infants provided - Free Home to facility transport under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.2.e,Number of sick infants provided - Interfacility transfers when needed under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.2.f,Number of sick infants provided - Free Drop Back home under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.13.2.g,Number of sick infants provided - Free Blood transfusion under JSSK,2024-07-01,0.0,0.0
m14 [patient services],14.14.1,Number of sick SAM children admitted in standalone/ integrated NRC ,2024-07-01,0.0,0.0
m14 [patient services],14.14.2,Number of sick SAM children referred to standalone/ integrated NRC by Frontline Workers (AWW/ ASHA/ ANM),2024-07-01,0.0,0.0
m14 [patient services],14.14.3,Number of sick SAM children referred to standalone/ integrated NRC from IPD/OPD of other Health Facility (PHC/CHC/SDH/DH/other NRC),2024-07-01,0.0,0.0
m14 [patient services],14.14.4,Number of children Referred to standalone/ integrated NRC by RBSK Team,2024-07-01,0.0,0.0
m14 [patient services],14.14.5,Number of SAM children discharged from standalone/ integrated NRC who met the discharge criteria,2024-07-01,0.0,0.0
m14 [patient services],14.14.6,Number of admitted children left against medical advice (LAMA) / defaulter,2024-07-01,0.0,0.0
m14 [patient services],14.14.7,Number of children died while admitted in standalone/ intergrated NRC,2024-07-01,0.0,0.0
m14 [patient services],14.14.8,Number of children who completed all four post discharge follow-ups ,2024-07-01,0.0,0.0
m14 [patient services],14.14.9,Number of sick SAM children treated and admitted in the pediatric facility (other than standalone/ integrated NRC),2024-07-01,0.0,0.0
m14 [patient services],14.14.10,In-Patient Head Count at midnight for standalone/ integrated NRC,2024-07-01,0.0,0.0
m14 [patient services],14.15.1,Number of Rogi Kalyan Samiti (RKS) meetings held,2024-07-01,0.0,0.0
m14 [patient services],14.15.2,Number of Jan Arogya Samiti (JAS) meetings held,2024-07-01,0.0,0.0
m14 [patient services],14.16,Number of Anganwadi centres reported to have conducted atleast one Village Health & Nutrition Day (VHNDs)/UHND/ Outreach / Special Outreach sessions,2024-07-01,0.0,0.0
m14 [patient services],14.17,Total number of UHND/VHND sessions conducted in the reporting month,2024-07-01,0.0,0.0
m14 [patient services],14.18,Total number of Outreach/Special Outreach camps conducted in the reporting month,2024-07-01,0.0,0.0
m14 [patient services],14.19.a,Stock out rate of essential Drugs,2024-07-01,0.0,0.0
m14 [patient services],14.19.b,Total no. of essential drugs for which stock-outs reported ,2024-07-01,0.0,0.0
m14 [patient services],14.2,Blood Units Issued on replacement -{Any donor (apart from voluntary blood donor) to be considered as replacement donations},2024-07-01,0.0,0.0
m14 [patient services],14.21,Total number of blood units issued in month,2024-07-01,370.0,0.005203499001490732
m14 [patient services],14.22,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),2024-07-01,0.0,0.0
m14 [patient services],14.23.1.a,Number of patients registered for hemodialysis services in the centre during the reporting month ,2024-07-01,0.0,0.0
m14 [patient services],14.23.1.b,Number of patients on waiting list for hemodialysis services at the end of reporting month,2024-07-01,0.0,0.0
m14 [patient services],14.23.1.c,Number of hemodialysis sessions held during the reporting month,2024-07-01,0.0,0.0
m14 [patient services],14.23.2.a,Number of patients started Peritoneal dialysis under PMNDP during the reporting month ,2024-07-01,0.0,0.0
m14 [patient services],14.24.1.a,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis A (IgM Anti- HAV),2024-07-01,0.0,0.0
m14 [patient services],14.24.1.b,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis B i.e. HBsAg (excluding pregnant women),2024-07-01,1139.0,0.01601833881810255
m14 [patient services],14.24.1.c,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis C(Anti- HCV),2024-07-01,985.0,0.013852558152617218
m14 [patient services],14.24.1.d,Total number of blood samples screened by ELISA/Rapid tests for viral hepatitis E(i.e. IgM Anti-HEV),2024-07-01,0.0,0.0
m14 [patient services],14.24.2.a,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis A (out of those tested for IgM Anti- HAV),2024-07-01,0.0,0.0
m14 [patient services],14.24.2.b,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis B (out of those tested for HBsAg excluding pregnant women),2024-07-01,10.0,0.00014063510814839815
m14 [patient services],14.24.2.b.i,Total number of positive blood samples for hepatitis B by ELISA/ Rapid tests tested for HBV DNA(out of those tested positive for HBsAg excluding pregnant women) ,2024-07-01,0.0,0.0
m14 [patient services],14.24.2.b.ii,Total number of patients found positive for HBsAg eligible for treatment for hepatitis B (excluding pregnant women) ,2024-07-01,0.0,0.0
m14 [patient services],14.24.2.b.iii,Total number of patients eligible for treatment for Hepatitis B put on treatment(out of those eligible for treatment excluding pregnant women),2024-07-01,0.0,0.0
m14 [patient services],14.24.2.c,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis C (out of those tested for Anti-HCV),2024-07-01,5.0,7.031755407419908e-05
m14 [patient services],14.24.2.c.i,Total number of positive blood samples for Hepatitis C screened by test (ELISA/ Rapid tests) confirmed by HCV RNA testing (out of those positive for anti-HCV),2024-07-01,0.0,0.0
m14 [patient services],14.24.2.c.ii,Total number of patients put on treatment for Hepatitis C (out of those confirmed by HCV RNA i.e. HCV RNA detected),2024-07-01,0.0,0.0
m14 [patient services],14.24.2.c.iii,Total number of positive Hepatitis C patients who have completed treatment,2024-07-01,0.0,0.0
m14 [patient services],14.24.2.c.iv,Total number of patients cleared for HCV RNA on sustained virological response at 12 weeks (SVR12),2024-07-01,0.0,0.0
m14 [patient services],14.24.2.d,Total number of blood samples tested positive by ELISA/ Rapid tests for Hepatitis E(out of those tested for IgM Anti-HEV) ,2024-07-01,0.0,0.0
m14 [patient services],14.24.3.a,Number of Pregnant Women tested for HBsAg,2024-07-01,250.0,0.003515877703709954
m14 [patient services],14.24.3.b,Number of Pregnant Women who are HBsAg positive(out of those tested for Hepatitis B i.e. HBsAg),2024-07-01,0.0,0.0
m14 [patient services],14.24.3.c,Number of Pregnant Women found positive for HBsAg referred out to higher centre for institutional delivery,2024-07-01,0.0,0.0
m14 [patient services],14.24.3.d,Number of Pregnant Women found positive for HBsAg delivered in an institution,2024-07-01,0.0,0.0
m14 [patient services],14.24.3.e,Number of newborn who received birth dose of Hepatitis B vaccine born to HBsAg positive pregnant women,2024-07-01,0.0,0.0
m14 [patient services],14.24.3.f,Number of New Borns to Pregnant Women (found positive for HBsAg) received Hepatitis B Immunoglobulin (HBIG) (within 24 hours of birth),2024-07-01,0.0,0.0
m14 [patient services],14.1.1,Outpatient - Diabetes,2024-08-01,675.0,0.009492869800016875
m14 [patient services],14.1.2,Outpatient - Hypertension,2024-08-01,520.0,0.007313025623716704
m14 [patient services],14.1.3,Outpatient - Stroke (Paralysis),2024-08-01,0.0,0.0
m14 [patient services],14.1.4,Outpatient - Cardiovascular Disease,2024-08-01,0.0,0.0
m14 [patient services],14.1.5,Outpatient - Mental illness,2024-08-01,809.0,0.011377380249205411
m14 [patient services],14.1.6,Outpatient - Epilepsy,2024-08-01,0.0,0.0
m14 [patient services],14.1.7,Outpatient - Ophthalmic Related,2024-08-01,2197.0,0.030897533260203076
m14 [patient services],14.1.8,Outpatient - Dental,2024-08-01,1399.0,0.019674851629960903
m14 [patient services],14.1.9,Outpatient - ENT ,2024-08-01,1857.0,0.026115939583157537
m14 [patient services],14.1.10,Outpatients- Asthma,2024-08-01,0.0,0.0
m14 [patient services],14.1.11,Outpatient - Oral Cancer,2024-08-01,0.0,0.0
m14 [patient services],14.1.12,Outpatient - Breast Cancer,2024-08-01,0.0,0.0
m14 [patient services],14.1.13,Outpatient - Cervical Cancer,2024-08-01,0.0,0.0
m14 [patient services],14.1.14,Outpatient - Other Cancer,2024-08-01,0.0,0.0
m14 [patient services],14.1.15,Outpatient - COPD,2024-08-01,18.0,0.0002531431946671167
m14 [patient services],14.1.16,Outpatient - CKD (Chronic Kidney Disease),2024-08-01,421.0,0.005920738053047563
m14 [patient services],14.1.17,Outpatient- Patients undergoing refraction,2024-08-01,1550.0,0.021798441763001716
m14 [patient services],14.1.18,Outpatient - Tuberculosis,2024-08-01,0.0,0.0
m14 [patient services],14.1.19,Outpatient - Leprosy Cases,2024-08-01,0.0,0.0
m14 [patient services],14.1.20,Outpatient - Leprosy with Grade II disability ,2024-08-01,0.0,0.0
m14 [patient services],14.1.21,Outpatient - Geriatric (age>=60 yrs),2024-08-01,0.0,0.0
m14 [patient services],14.1.22,Outpatient - Chronic Liver Disease,2024-08-01,0.0,0.0
m14 [patient services],14.1.23,Outpatient - Palliative Care,2024-08-01,0.0,0.0
m14 [patient services],14.1.24.a,Number of patients provided physiotherapy services,2024-08-01,657.0,0.009239726605349758
m14 [patient services],14.1.24.b,Number of Palliative Patients visited at home ,2024-08-01,0.0,0.0
m14 [patient services],14.2.1,Allopathic- Outpatient attendance,2024-08-01,33595.0,0.47246364582454364
m14 [patient services],14.2.2,Ayush - Outpatient attendance,2024-08-01,0.0,0.0
m14 [patient services],14.3.1.a,IPD Admission Male- Children<18yrs,2024-08-01,239.0,0.003361179084746716
m14 [patient services],14.3.1.b,IPD Admission Male- Adults <60yrs,2024-08-01,934.0,0.013135319101060389
m14 [patient services],14.3.1.c,IPD Admission Female- Children<18yrs,2024-08-01,202.0,0.0028408291845976427
m14 [patient services],14.3.1.d,IPD Admission Female- Adults<60yrs,2024-08-01,957.0,0.013458779849801704
m14 [patient services],14.3.1.e,IPD Admission Geriatric->=60yrs,2024-08-01,428.0,0.006019182628751441
m14 [patient services],14.3.2.a,IPD Discharge Male- Children<18yrs,2024-08-01,234.0,0.0032908615306725167
m14 [patient services],14.3.2.b,IPD Discharge Male- Adults<60yrs,2024-08-01,952.0,0.013388462295727505
m14 [patient services],14.3.2.c,IPD Discharge Female- Children<18yrs,2024-08-01,212.0,0.002981464292746041
m14 [patient services],14.3.2.d,IPD Discharge Female- Adults<60yrs,2024-08-01,976.0,0.01372598655528366
m14 [patient services],14.3.2.e,IPD Discharge Geriatric->=60yrs,2024-08-01,433.0,0.00608950018282564
m14 [patient services],14.3.3.a,IPD Referred Male- Children<18yrs,2024-08-01,2.0,2.8127021629679632e-05
m14 [patient services],14.3.3.b,IPD Referred Male- Adults<60yrs,2024-08-01,0.0,0.0
m14 [patient services],14.3.3.c,IPD Referred Female- Children<18yrs,2024-08-01,1.0,1.4063510814839816e-05
m14 [patient services],14.3.3.d,IPD Referred Female- Adults<60yrs,2024-08-01,2.0,2.8127021629679632e-05
m14 [patient services],14.3.3.e,IPD Referred Geriatric->=60yrs,2024-08-01,0.0,0.0
m14 [patient services],14.3.4.a,IPD Deaths Male- Children<18yrs,2024-08-01,0.0,0.0
m14 [patient services],14.3.4.b,IPD Deaths Male- Adults<60yrs,2024-08-01,8.0,0.00011250808651871853
m14 [patient services],14.3.4.c,IPD Deaths Female- Children<18yrs,2024-08-01,0.0,0.0
m14 [patient services],14.3.4.d,IPD Deaths Female- Adults<60yrs,2024-08-01,3.0,4.219053244451945e-05
